true_class,pred_label,score,accepted,group
frog,frog,-8.770422,True,other
ship,ship,-11.145489,True,other
frog,frog,-10.021521,True,other
bird,bird,-7.6176295,True,other
deer,deer,-8.501481,True,other
dog,dog,-8.136678,True,other
ship,ship,-9.53774,True,other
automobile,automobile,-8.544834,True,other
bird,bird,-9.024168,True,other
horse,horse,-8.898968,True,other
frog,frog,-9.631055,True,other
dog,dog,-10.487292,True,other
horse,horse,-9.88635,True,other
ship,ship,-7.415721,True,other
automobile,automobile,-5.713445,False,other
ship,bird,-10.87719,True,other
airplane,airplane,-7.9099226,True,other
ship,ship,-5.186886,False,other
frog,frog,-9.447331,True,other
truck,truck,-10.645287,True,other
bird,bird,-10.578907,True,other
ship,ship,-9.074148,True,other
truck,truck,-9.55894,True,other
deer,deer,-6.0107465,True,other
airplane,airplane,-9.034779,True,other
truck,truck,-9.683755,True,other
deer,deer,-8.423771,True,other
truck,truck,-9.9482565,True,other
dog,dog,-8.7751875,True,other
horse,horse,-8.470027,True,other
dog,dog,-10.663577,True,other
dog,dog,-8.63015,True,other
truck,truck,-10.098518,True,other
dog,dog,-9.545479,True,other
cat,cat,-9.3539715,True,other
airplane,airplane,-9.527782,True,other
automobile,automobile,-8.848663,True,other
truck,truck,-9.113106,True,other
horse,horse,-6.0390778,True,other
bird,bird,-10.820409,True,other
deer,deer,-7.2323313,True,other
automobile,automobile,-9.977137,True,other
airplane,airplane,-9.672565,True,other
ship,ship,-6.5906034,True,other
airplane,bird,-6.6514463,True,other
cat,cat,-8.283839,True,other
automobile,automobile,-10.122389,True,other
horse,horse,-10.067226,True,other
airplane,airplane,-7.188454,True,other
airplane,airplane,-8.7273245,True,other
deer,deer,-8.582367,True,other
ship,ship,-9.378265,True,other
frog,frog,-7.7608066,True,other
bird,bird,-5.704456,False,other
deer,deer,-9.505373,True,other
airplane,airplane,-9.484094,True,other
airplane,airplane,-10.479739,True,other
truck,truck,-4.277795,False,other
airplane,airplane,-8.884958,True,other
ship,ship,-10.662694,True,other
deer,deer,-9.102391,True,other
dog,cat,-6.135295,True,other
truck,automobile,-7.913233,True,other
cat,cat,-9.698826,True,other
truck,truck,-9.261308,True,other
airplane,airplane,-8.202033,True,other
dog,dog,-10.586906,True,other
frog,frog,-9.249148,True,other
dog,dog,-8.708793,True,other
airplane,airplane,-2.703247,False,other
automobile,automobile,-8.649428,True,other
deer,deer,-7.3866158,True,other
ship,ship,-9.917909,True,other
automobile,automobile,-9.556434,True,other
airplane,airplane,-10.6484995,True,other
dog,dog,-12.119025,True,other
bird,deer,-7.5746813,True,other
automobile,automobile,-11.168548,True,other
airplane,airplane,-9.490405,True,other
bird,bird,-10.350046,True,other
ship,ship,-7.9887424,True,other
automobile,automobile,-10.744289,True,other
dog,dog,-8.773041,True,other
frog,frog,-10.09302,True,other
horse,horse,-9.492247,True,other
horse,horse,-8.5448,True,other
bird,bird,-7.2932825,True,other
frog,frog,-11.184449,True,other
bird,bird,-9.433525,True,other
dog,dog,-9.718269,True,other
airplane,airplane,-9.3405485,True,other
automobile,automobile,-9.521362,True,other
deer,deer,-7.8494253,True,other
bird,bird,-10.083638,True,other
dog,dog,-7.9820724,True,other
deer,bird,-10.223319,True,other
frog,frog,-6.444582,True,other
bird,bird,-8.476382,True,other
bird,bird,-10.003327,True,other
automobile,automobile,-9.157249,True,other
horse,horse,-8.38306,True,other
bird,bird,-9.739452,True,other
ship,automobile,-6.36666,True,other
dog,dog,-13.370122,True,other
dog,dog,-11.031226,True,other
cat,cat,-9.748409,True,other
airplane,airplane,-8.772072,True,other
deer,deer,-6.8766894,True,other
ship,ship,-10.759747,True,other
cat,dog,-6.6306834,True,other
horse,horse,-8.478117,True,other
frog,frog,-9.226303,True,other
cat,cat,-8.923089,True,other
ship,ship,-11.069245,True,other
automobile,automobile,-9.881627,True,other
airplane,airplane,-10.286142,True,other
automobile,automobile,-10.084295,True,other
cat,cat,-11.419483,True,other
cat,cat,-7.149136,True,other
airplane,airplane,-11.193908,True,other
horse,horse,-7.416023,True,other
deer,cat,-4.450474,False,other
truck,truck,-9.447085,True,other
dog,dog,-11.807942,True,other
cat,cat,-10.749866,True,other
frog,frog,-11.029736,True,other
airplane,airplane,-7.117164,True,other
automobile,automobile,-9.72292,True,other
deer,deer,-9.77728,True,other
deer,deer,-8.20104,True,other
deer,deer,-10.132454,True,other
deer,deer,-8.5308895,True,other
bird,bird,-10.615345,True,other
bird,cat,-7.492245,True,other
dog,dog,-7.798211,True,other
ship,ship,-9.616206,True,other
automobile,automobile,-9.127644,True,other
dog,dog,-8.729637,True,other
truck,truck,-9.435978,True,other
ship,ship,-8.988653,True,other
automobile,automobile,-9.21235,True,other
automobile,automobile,-10.017332,True,other
dog,dog,-8.700851,True,other
cat,cat,-4.8494825,False,other
truck,truck,-8.155079,True,other
truck,truck,-8.914251,True,other
horse,horse,-8.202155,True,other
frog,frog,-10.117947,True,other
dog,dog,-10.214423,True,other
airplane,airplane,-9.099534,True,other
ship,ship,-9.882747,True,other
deer,deer,-9.610518,True,other
horse,horse,-9.565443,True,other
airplane,airplane,-5.579097,False,other
truck,truck,-9.914722,True,other
bird,bird,-8.778452,True,other
ship,ship,-11.046631,True,other
deer,deer,-8.973141,True,other
horse,horse,-9.873326,True,other
automobile,automobile,-8.677364,True,other
cat,cat,-6.5296564,True,other
truck,truck,-9.438029,True,other
frog,frog,-9.771525,True,other
ship,ship,-9.906315,True,other
truck,truck,-10.075907,True,other
airplane,airplane,-5.095362,False,other
deer,deer,-10.014795,True,other
truck,truck,-9.986122,True,other
frog,frog,-7.6669044,True,other
horse,horse,-9.011916,True,other
ship,ship,-9.515136,True,other
truck,truck,-11.209333,True,other
deer,deer,-10.750687,True,other
ship,ship,-9.566112,True,other
truck,truck,-7.9278555,True,other
horse,horse,-5.8387337,True,other
bird,bird,-8.989548,True,other
dog,dog,-9.926658,True,other
cat,cat,-10.455695,True,other
horse,horse,-9.54543,True,other
automobile,automobile,-4.6402364,False,other
airplane,airplane,-8.865531,True,other
bird,bird,-8.579385,True,other
truck,truck,-9.8057995,True,other
dog,dog,-9.718776,True,other
dog,dog,-9.616719,True,other
ship,ship,-11.335401,True,other
dog,dog,-9.241302,True,other
deer,horse,-6.2447977,True,other
bird,bird,-8.898924,True,other
ship,ship,-10.583864,True,other
cat,cat,-8.1879835,True,other
dog,cat,-4.4095035,False,other
dog,dog,-6.6103344,True,other
horse,horse,-8.720244,True,other
horse,horse,-8.753179,True,other
ship,ship,-9.847994,True,other
frog,frog,-6.270827,True,other
bird,bird,-7.5823445,True,other
ship,ship,-9.23522,True,other
bird,bird,-9.359686,True,other
cat,deer,-5.3540907,False,other
dog,dog,-10.378034,True,other
frog,frog,-9.411201,True,other
ship,ship,-9.553028,True,other
airplane,airplane,-8.402444,True,other
bird,bird,-11.206185,True,other
cat,cat,-10.021647,True,other
horse,horse,-8.125251,True,other
airplane,airplane,-9.986188,True,other
automobile,automobile,-9.146647,True,other
truck,truck,-10.6796875,True,other
automobile,automobile,-9.238205,True,other
cat,cat,-8.391953,True,other
horse,bird,-5.9767537,True,other
dog,dog,-6.954408,True,other
ship,ship,-6.414351,True,other
cat,cat,-8.297612,True,other
bird,bird,-11.347136,True,other
truck,truck,-9.61004,True,other
frog,frog,-9.912554,True,other
ship,ship,-8.903166,True,other
frog,frog,-10.344528,True,other
truck,truck,-9.09694,True,other
cat,cat,-9.373206,True,other
ship,airplane,-4.9841275,False,other
truck,truck,-8.393318,True,other
ship,ship,-8.431128,True,other
airplane,automobile,-4.4114256,False,other
horse,horse,-9.197902,True,other
ship,ship,-9.203,True,other
dog,dog,-8.981834,True,other
airplane,airplane,-10.384057,True,other
airplane,airplane,-9.171874,True,other
automobile,automobile,-9.546081,True,other
cat,cat,-5.9055114,True,other
truck,truck,-9.223638,True,other
automobile,automobile,-10.019677,True,other
dog,dog,-7.6901264,True,other
cat,cat,-9.642323,True,other
deer,deer,-7.5669622,True,other
deer,deer,-7.8600283,True,other
airplane,airplane,-10.872386,True,other
truck,truck,-9.564879,True,other
truck,truck,-9.666168,True,other
truck,truck,-10.523219,True,other
truck,truck,-9.702559,True,other
ship,ship,-9.578439,True,other
bird,bird,-11.106417,True,other
deer,deer,-9.113431,True,other
bird,bird,-10.540134,True,other
bird,bird,-8.252282,True,other
dog,dog,-7.9881053,True,other
automobile,automobile,-10.306673,True,other
truck,cat,-7.8255277,True,other
automobile,automobile,-9.349675,True,other
airplane,airplane,-8.274262,True,other
truck,truck,-9.367887,True,other
deer,deer,-9.133482,True,other
bird,bird,-9.203771,True,other
automobile,automobile,-8.69147,True,other
frog,frog,-9.775689,True,other
airplane,airplane,-5.4593596,False,other
cat,cat,-11.462825,True,other
horse,airplane,-5.9491696,True,other
frog,deer,-5.323777,False,other
cat,cat,-9.807856,True,other
automobile,automobile,-6.2080307,True,other
ship,ship,-8.502105,True,other
frog,frog,-3.031469,False,other
dog,dog,-10.018707,True,other
horse,horse,-9.410293,True,other
bird,bird,-8.392595,True,other
ship,ship,-9.829037,True,other
deer,deer,-7.5314856,True,other
deer,horse,-5.924559,True,other
ship,ship,-8.717798,True,other
cat,cat,-10.262771,True,other
dog,dog,-8.930856,True,other
airplane,airplane,-9.525868,True,other
dog,dog,-5.0504074,False,other
horse,horse,-8.132604,True,other
deer,deer,-10.033729,True,other
deer,deer,-7.8932347,True,other
bird,bird,-11.388164,True,other
bird,bird,-10.636396,True,other
horse,horse,-8.311357,True,other
cat,dog,-5.2425056,False,other
frog,frog,-7.872988,True,other
airplane,airplane,-6.833097,True,other
bird,bird,-9.129099,True,other
horse,horse,-10.20371,True,other
frog,frog,-10.075806,True,other
bird,bird,-8.640209,True,other
cat,cat,-8.882305,True,other
airplane,airplane,-9.816754,True,other
horse,horse,-10.204696,True,other
horse,horse,-9.249396,True,other
ship,ship,-10.929384,True,other
automobile,truck,-11.249907,True,other
automobile,automobile,-9.386851,True,other
deer,deer,-6.4158325,True,other
frog,frog,-7.8229785,True,other
airplane,airplane,-10.287677,True,other
frog,frog,-9.822406,True,other
frog,frog,-7.8279214,True,other
dog,dog,-10.571482,True,other
dog,dog,-10.484843,True,other
frog,frog,-10.362974,True,other
cat,cat,-7.964486,True,other
truck,truck,-8.66299,True,other
cat,cat,-10.890575,True,other
frog,frog,-9.288789,True,other
ship,bird,-4.2210126,False,other
horse,horse,-9.490147,True,other
frog,frog,-8.6217,True,other
deer,deer,-7.0383034,True,other
truck,truck,-8.652059,True,other
dog,dog,-8.958918,True,other
frog,frog,-8.37767,True,other
deer,deer,-9.660962,True,other
automobile,automobile,-9.484108,True,other
frog,frog,-9.651563,True,other
cat,cat,-9.950459,True,other
ship,ship,-9.904926,True,other
bird,bird,-9.139032,True,other
cat,cat,-7.398901,True,other
truck,truck,-10.785327,True,other
ship,ship,-3.3728755,False,other
dog,dog,-9.731973,True,other
automobile,automobile,-10.284697,True,other
dog,dog,-6.9547467,True,other
deer,deer,-8.947599,True,other
dog,dog,-12.781482,True,other
horse,horse,-8.016365,True,other
dog,dog,-5.7507687,True,other
horse,horse,-11.117239,True,other
ship,ship,-10.459238,True,other
truck,truck,-8.971558,True,other
automobile,automobile,-9.959135,True,other
horse,cat,-5.9377294,True,other
bird,bird,-10.077303,True,other
dog,dog,-9.807729,True,other
frog,frog,-11.188799,True,other
ship,ship,-10.167799,True,other
deer,deer,-9.10688,True,other
frog,frog,-10.2732525,True,other
dog,dog,-10.272549,True,other
cat,cat,-5.3947673,False,other
truck,truck,-10.815791,True,other
truck,truck,-9.233397,True,other
ship,ship,-9.45181,True,other
dog,dog,-9.406119,True,other
dog,dog,-7.9207325,True,other
frog,frog,-10.1911125,True,other
deer,deer,-8.477068,True,other
dog,dog,-11.361587,True,other
truck,truck,-10.133939,True,other
horse,horse,-11.102395,True,other
cat,cat,-10.295054,True,other
deer,deer,-8.688522,True,other
automobile,automobile,-9.899195,True,other
deer,deer,-5.6922865,False,other
bird,bird,-5.480549,False,other
cat,deer,-4.7883315,False,other
frog,frog,-7.9928484,True,other
dog,cat,-7.6798177,True,other
dog,dog,-9.773435,True,other
bird,bird,-11.57412,True,other
ship,ship,-10.539377,True,other
airplane,airplane,-10.392648,True,other
airplane,airplane,-7.0401177,True,other
automobile,automobile,-9.855162,True,other
ship,ship,-9.007132,True,other
cat,cat,-10.111661,True,other
automobile,automobile,-10.707565,True,other
cat,cat,-5.3048,False,other
dog,dog,-10.217633,True,other
ship,ship,-10.519573,True,other
cat,cat,-8.583012,True,other
ship,ship,-10.307419,True,other
dog,dog,-9.898747,True,other
ship,ship,-10.76522,True,other
frog,frog,-9.360494,True,other
cat,cat,-8.24299,True,other
dog,dog,-9.0992,True,other
dog,dog,-11.244119,True,other
dog,dog,-10.110427,True,other
airplane,airplane,-7.9215245,True,other
truck,automobile,-6.0481486,True,other
dog,dog,-9.961416,True,other
dog,dog,-4.405446,False,other
horse,horse,-9.488859,True,other
automobile,automobile,-8.904573,True,other
ship,ship,-10.060186,True,other
bird,bird,-4.888051,False,other
bird,bird,-6.8697615,True,other
horse,horse,-9.23667,True,other
cat,cat,-8.793993,True,other
deer,deer,-7.805537,True,other
bird,bird,-9.864666,True,other
truck,truck,-9.421682,True,other
frog,frog,-8.593933,True,other
bird,bird,-10.087896,True,other
bird,bird,-8.662846,True,other
deer,deer,-8.472497,True,other
cat,cat,-9.342954,True,other
airplane,airplane,-9.637185,True,other
bird,frog,-4.981964,False,other
airplane,airplane,-12.085147,True,other
automobile,automobile,-9.806921,True,other
cat,cat,-9.82315,True,other
bird,bird,-9.750521,True,other
bird,bird,-5.46779,False,other
horse,horse,-8.9936075,True,other
airplane,airplane,-6.288528,True,other
automobile,automobile,-8.743722,True,other
airplane,airplane,-9.48533,True,other
horse,horse,-8.815098,True,other
horse,horse,-7.404451,True,other
bird,bird,-8.8237095,True,other
airplane,bird,-6.2429214,True,other
automobile,automobile,-11.082968,True,other
frog,frog,-9.76044,True,other
dog,dog,-9.496308,True,other
airplane,airplane,-8.427814,True,other
bird,bird,-8.8311615,True,other
bird,bird,-8.856906,True,other
airplane,airplane,-10.935017,True,other
automobile,automobile,-9.605331,True,other
bird,bird,-8.961784,True,other
frog,frog,-11.351276,True,other
airplane,airplane,-9.250497,True,other
automobile,automobile,-9.72266,True,other
frog,frog,-10.505308,True,other
frog,frog,-9.214157,True,other
dog,dog,-11.217145,True,other
cat,cat,-10.213342,True,other
deer,deer,-5.74694,True,other
airplane,airplane,-9.113265,True,other
airplane,airplane,-10.698449,True,other
truck,truck,-7.754756,True,other
automobile,automobile,-9.670416,True,other
airplane,airplane,-9.299563,True,other
bird,bird,-8.5439415,True,other
dog,dog,-11.485141,True,other
truck,truck,-8.662159,True,other
horse,horse,-10.549713,True,other
ship,ship,-10.2445,True,other
frog,frog,-10.817658,True,other
deer,deer,-9.570209,True,other
frog,frog,-8.702676,True,other
airplane,airplane,-9.285488,True,other
bird,bird,-9.576768,True,other
airplane,airplane,-11.343154,True,other
automobile,automobile,-6.4557867,True,other
truck,truck,-8.653974,True,other
bird,bird,-7.269232,True,other
deer,frog,-7.099461,True,other
truck,truck,-8.443791,True,other
airplane,airplane,-8.722217,True,other
horse,horse,-8.524265,True,other
bird,bird,-8.973663,True,other
cat,cat,-10.247289,True,other
deer,deer,-8.707296,True,other
ship,ship,-9.826894,True,other
airplane,airplane,-6.7638507,True,other
bird,bird,-6.9743595,True,other
frog,frog,-8.932667,True,other
ship,ship,-9.425854,True,other
truck,truck,-10.024493,True,other
horse,horse,-7.5707617,True,other
automobile,automobile,-9.509886,True,other
truck,truck,-9.7818985,True,other
cat,cat,-9.825211,True,other
horse,horse,-5.53156,False,other
bird,bird,-9.0860815,True,other
horse,horse,-11.574508,True,other
truck,truck,-8.823956,True,other
frog,frog,-9.4085245,True,other
truck,truck,-10.848997,True,other
dog,dog,-10.010706,True,other
horse,horse,-9.601656,True,other
ship,ship,-9.431818,True,other
dog,dog,-8.165191,True,other
truck,truck,-9.627199,True,other
ship,ship,-8.7554245,True,other
cat,cat,-9.5417385,True,other
truck,truck,-9.344889,True,other
ship,ship,-8.505795,True,other
airplane,airplane,-9.573122,True,other
dog,dog,-7.525319,True,other
dog,dog,-8.864543,True,other
horse,horse,-8.959478,True,other
automobile,automobile,-10.752642,True,other
bird,cat,-2.2661164,False,other
airplane,airplane,-6.9597764,True,other
horse,horse,-9.722681,True,other
dog,dog,-9.828597,True,other
ship,ship,-9.539526,True,other
bird,bird,-10.878675,True,other
bird,bird,-9.810251,True,other
dog,dog,-12.251569,True,other
cat,cat,-11.205732,True,other
truck,automobile,-4.0375586,False,other
cat,dog,-6.7596455,True,other
automobile,ship,-5.536532,False,other
truck,truck,-9.785839,True,other
cat,cat,-10.122149,True,other
automobile,automobile,-8.65782,True,other
deer,deer,-8.677774,True,other
cat,cat,-6.0165563,True,other
deer,deer,-10.0133505,True,other
deer,deer,-9.607353,True,other
truck,truck,-9.566561,True,other
airplane,airplane,-11.141841,True,other
truck,truck,-6.647662,True,other
dog,cat,-7.0865226,True,other
truck,truck,-10.065769,True,other
bird,bird,-8.292347,True,other
truck,truck,-10.349536,True,other
deer,deer,-9.862917,True,other
airplane,airplane,-10.019521,True,other
bird,bird,-8.475538,True,other
ship,ship,-10.515222,True,other
deer,deer,-10.5976715,True,other
ship,ship,-9.0727415,True,other
frog,frog,-11.225912,True,other
ship,ship,-7.8993335,True,other
bird,bird,-7.735734,True,other
airplane,airplane,-9.168046,True,other
dog,dog,-9.196118,True,other
truck,truck,-9.0822315,True,other
frog,frog,-9.325069,True,other
truck,truck,-8.753301,True,other
dog,dog,-8.727302,True,other
automobile,automobile,-10.300581,True,other
cat,cat,-9.655709,True,other
deer,deer,-9.256717,True,other
deer,deer,-9.065207,True,other
bird,bird,-10.323763,True,other
horse,horse,-9.752731,True,other
bird,bird,-8.725035,True,other
deer,deer,-9.234454,True,other
deer,deer,-6.607977,True,other
airplane,airplane,-10.927192,True,other
bird,dog,-8.017757,True,other
ship,ship,-9.131802,True,other
deer,deer,-9.938395,True,other
dog,dog,-9.445828,True,other
automobile,automobile,-9.303497,True,other
bird,bird,-8.712801,True,other
frog,frog,-9.702669,True,other
ship,ship,-9.237135,True,other
automobile,automobile,-9.104723,True,other
horse,horse,-9.081679,True,other
bird,frog,-6.4138494,True,other
ship,ship,-9.344695,True,other
horse,horse,-11.005466,True,other
deer,deer,-6.204076,True,other
cat,cat,-9.441991,True,other
cat,cat,-7.555441,True,other
airplane,cat,-7.8908887,True,other
cat,cat,-5.014433,False,other
horse,horse,-8.794252,True,other
bird,bird,-10.620747,True,other
dog,dog,-9.87901,True,other
frog,frog,-9.373293,True,other
automobile,automobile,-10.403086,True,other
horse,horse,-9.6313925,True,other
truck,truck,-7.7503204,True,other
airplane,airplane,-10.085587,True,other
bird,deer,-6.2279415,True,other
cat,cat,-9.639728,True,other
truck,truck,-8.896637,True,other
ship,ship,-9.815997,True,other
truck,truck,-8.093197,True,other
dog,dog,-9.088272,True,other
airplane,airplane,-6.6308208,True,other
airplane,airplane,-10.262564,True,other
horse,horse,-7.4511395,True,other
frog,frog,-6.98245,True,other
cat,cat,-8.6697,True,other
cat,cat,-8.981845,True,other
ship,ship,-9.096803,True,other
automobile,automobile,-8.535257,True,other
deer,deer,-10.121641,True,other
airplane,airplane,-10.130091,True,other
automobile,automobile,-10.193907,True,other
dog,dog,-10.272751,True,other
deer,deer,-9.503238,True,other
cat,cat,-9.410928,True,other
bird,deer,-4.800489,False,other
frog,frog,-8.57184,True,other
airplane,airplane,-9.25677,True,other
ship,ship,-8.785999,True,other
ship,ship,-9.310495,True,other
frog,frog,-11.343441,True,other
cat,cat,-9.637839,True,other
cat,cat,-8.17499,True,other
bird,cat,-6.617407,True,other
truck,truck,-6.702129,True,other
horse,horse,-10.188031,True,other
dog,dog,-8.085169,True,other
automobile,automobile,-9.3949,True,other
frog,frog,-8.134756,True,other
airplane,airplane,-9.464362,True,other
dog,dog,-9.380963,True,other
truck,truck,-9.494623,True,other
truck,truck,-9.747419,True,other
deer,deer,-9.368641,True,other
dog,dog,-9.454688,True,other
truck,truck,-9.630976,True,other
deer,deer,-3.6725361,False,other
ship,ship,-8.712991,True,other
cat,cat,-9.106253,True,other
cat,cat,-6.5322547,True,other
bird,bird,-10.412912,True,other
dog,dog,-9.450481,True,other
automobile,automobile,-9.805308,True,other
truck,truck,-9.350206,True,other
dog,dog,-8.118245,True,other
dog,dog,-6.948942,True,other
ship,automobile,-6.0373306,True,other
automobile,automobile,-8.497025,True,other
ship,ship,-9.145067,True,other
truck,truck,-10.08501,True,other
horse,horse,-9.768401,True,other
airplane,airplane,-8.452322,True,other
frog,cat,-9.456782,True,other
cat,airplane,-3.7772944,False,other
bird,bird,-9.316219,True,other
airplane,airplane,-10.788705,True,other
bird,bird,-6.7816358,True,other
frog,frog,-10.451293,True,other
truck,truck,-8.423338,True,other
cat,cat,-10.303709,True,other
truck,truck,-10.400838,True,other
automobile,automobile,-9.613743,True,other
frog,frog,-6.8518944,True,other
frog,frog,-6.787973,True,other
horse,horse,-9.171922,True,other
bird,bird,-9.918699,True,other
frog,frog,-7.1095014,True,other
cat,cat,-8.017952,True,other
bird,bird,-9.503746,True,other
dog,dog,-7.8646774,True,other
dog,dog,-7.801655,True,other
bird,bird,-9.725796,True,other
horse,horse,-9.157562,True,other
dog,dog,-8.620149,True,other
bird,bird,-7.004107,True,other
airplane,airplane,-8.257297,True,other
ship,ship,-9.948447,True,other
airplane,airplane,-9.851797,True,other
horse,horse,-7.7027197,True,other
horse,horse,-9.384881,True,other
automobile,automobile,-10.081492,True,other
horse,horse,-9.878134,True,other
deer,deer,-9.596777,True,other
airplane,airplane,-8.541371,True,other
bird,deer,-4.3960958,False,other
bird,bird,-9.042825,True,other
frog,frog,-9.6719475,True,other
automobile,automobile,-9.853619,True,other
dog,dog,-8.334448,True,other
truck,truck,-9.474711,True,other
horse,horse,-9.227262,True,other
frog,frog,-10.651204,True,other
bird,bird,-8.041477,True,other
horse,horse,-10.146407,True,other
airplane,airplane,-10.866673,True,other
dog,dog,-10.926542,True,other
frog,frog,-9.832982,True,other
airplane,airplane,-10.80639,True,other
automobile,automobile,-10.051374,True,other
automobile,automobile,-9.1521845,True,other
ship,ship,-10.170972,True,other
deer,deer,-7.0590286,True,other
dog,dog,-8.607646,True,other
cat,cat,-5.8524003,True,other
automobile,truck,-6.4016895,True,other
bird,bird,-8.800756,True,other
deer,deer,-8.530334,True,other
ship,ship,-9.366624,True,other
truck,truck,-8.125458,True,other
ship,ship,-9.919287,True,other
automobile,automobile,-10.120941,True,other
horse,horse,-8.436719,True,other
bird,bird,-10.570443,True,other
horse,horse,-11.254016,True,other
bird,bird,-8.675931,True,other
cat,bird,-5.128677,False,other
bird,bird,-7.8599224,True,other
frog,frog,-9.039692,True,other
horse,horse,-10.256734,True,other
truck,truck,-9.517081,True,other
deer,deer,-9.584757,True,other
airplane,airplane,-10.631686,True,other
automobile,automobile,-8.413541,True,other
airplane,airplane,-9.200041,True,other
deer,deer,-8.822091,True,other
dog,dog,-6.0860643,True,other
airplane,airplane,-8.924854,True,other
ship,ship,-10.166029,True,other
airplane,airplane,-8.608378,True,other
horse,horse,-8.234178,True,other
frog,frog,-9.051502,True,other
automobile,automobile,-10.132262,True,other
airplane,airplane,-6.324568,True,other
ship,ship,-9.831051,True,other
dog,dog,-10.065278,True,other
truck,truck,-9.418369,True,other
bird,bird,-11.1260605,True,other
dog,dog,-8.661464,True,other
deer,deer,-8.624111,True,other
deer,deer,-7.519584,True,other
truck,truck,-7.7393227,True,other
airplane,airplane,-7.738365,True,other
frog,frog,-9.229794,True,other
automobile,automobile,-9.50437,True,other
bird,bird,-9.249212,True,other
dog,dog,-9.319142,True,other
automobile,automobile,-10.9484625,True,other
frog,frog,-7.2563186,True,other
horse,horse,-8.516669,True,other
automobile,automobile,-9.735362,True,other
dog,dog,-11.181462,True,other
ship,ship,-9.936786,True,other
ship,ship,-9.386987,True,other
airplane,airplane,-10.080142,True,other
cat,cat,-9.712412,True,other
truck,truck,-9.371929,True,other
deer,deer,-9.902072,True,other
airplane,airplane,-8.823171,True,other
cat,frog,-8.100048,True,other
deer,deer,-9.724879,True,other
truck,truck,-10.472819,True,other
bird,bird,-10.689574,True,other
deer,deer,-9.282278,True,other
cat,cat,-9.081917,True,other
airplane,airplane,-9.55056,True,other
frog,frog,-10.110426,True,other
deer,frog,-5.5940404,False,other
dog,dog,-8.761824,True,other
frog,frog,-8.936626,True,other
frog,frog,-9.676016,True,other
horse,horse,-9.880811,True,other
ship,ship,-9.290348,True,other
deer,deer,-7.3798294,True,other
ship,ship,-8.603591,True,other
ship,ship,-7.420648,True,other
cat,cat,-7.060761,True,other
bird,bird,-7.067692,True,other
ship,ship,-10.537071,True,other
airplane,airplane,-7.0538216,True,other
bird,bird,-10.922676,True,other
dog,dog,-7.8325,True,other
frog,frog,-10.470226,True,other
ship,ship,-9.951881,True,other
horse,horse,-8.675447,True,other
ship,ship,-10.38187,True,other
truck,truck,-9.889182,True,other
truck,truck,-10.942568,True,other
airplane,airplane,-9.134229,True,other
frog,frog,-6.135329,True,other
frog,frog,-10.213299,True,other
ship,ship,-9.751148,True,other
automobile,automobile,-10.08663,True,other
automobile,automobile,-10.482649,True,other
horse,horse,-9.435723,True,other
deer,frog,-5.901071,True,other
deer,deer,-4.824344,False,other
bird,bird,-10.016737,True,other
cat,cat,-3.5639584,False,other
frog,frog,-7.4827332,True,other
truck,truck,-10.427664,True,other
frog,airplane,-6.6855955,True,other
bird,bird,-8.887023,True,other
deer,deer,-8.873688,True,other
automobile,automobile,-9.830555,True,other
ship,ship,-10.468739,True,other
bird,bird,-9.9907675,True,other
cat,cat,-8.723147,True,other
automobile,automobile,-8.4167385,True,other
frog,frog,-7.936533,True,other
ship,ship,-9.5745125,True,other
frog,frog,-10.530106,True,other
ship,ship,-8.751,True,other
dog,dog,-8.163826,True,other
truck,truck,-9.933736,True,other
airplane,airplane,-10.650498,True,other
automobile,automobile,-9.713116,True,other
airplane,airplane,-10.994137,True,other
bird,bird,-7.462439,True,other
truck,truck,-9.513868,True,other
bird,bird,-8.32732,True,other
truck,truck,-9.832405,True,other
airplane,airplane,-9.564779,True,other
truck,truck,-9.145821,True,other
horse,horse,-9.820109,True,other
ship,ship,-10.589641,True,other
dog,bird,-6.6766286,True,other
airplane,ship,-6.8476806,True,other
frog,frog,-10.597797,True,other
frog,frog,-8.197936,True,other
ship,ship,-9.992964,True,other
automobile,automobile,-9.951953,True,other
frog,frog,-8.712928,True,other
dog,dog,-10.2949705,True,other
ship,ship,-10.273756,True,other
horse,horse,-6.6035633,True,other
truck,truck,-7.7626886,True,other
bird,bird,-9.67986,True,other
automobile,automobile,-9.701771,True,other
frog,frog,-8.65834,True,other
horse,horse,-7.659026,True,other
dog,dog,-10.244491,True,other
frog,frog,-9.013544,True,other
cat,cat,-8.140998,True,other
airplane,airplane,-9.386231,True,other
truck,truck,-10.644532,True,other
ship,ship,-9.077057,True,other
truck,truck,-9.394676,True,other
dog,bird,-4.5884943,False,other
truck,ship,-5.0869527,False,other
truck,truck,-6.0756884,True,other
truck,truck,-8.489423,True,other
cat,cat,-9.143543,True,other
frog,frog,-9.99919,True,other
deer,deer,-8.83181,True,other
deer,deer,-9.333549,True,other
ship,ship,-9.203664,True,other
ship,ship,-10.814125,True,other
automobile,automobile,-8.724495,True,other
horse,horse,-5.9345136,True,other
cat,cat,-8.720147,True,other
airplane,airplane,-7.9044194,True,other
frog,frog,-9.301774,True,other
bird,horse,-3.7527285,False,other
deer,deer,-7.834304,True,other
ship,automobile,-5.025607,False,other
bird,bird,-8.304063,True,other
